denominazione_regione	hs	ic	th	hi	tcp	ncp	dh	d	tc	sw
Trento	5	0	5	310	315	17	4629	405	5349	195801
Trento	6	0	6	311	317	3	4630	405	5352	196394
Trento	7	0	7	313	320	7	4634	405	5359	197645
Trento	6	0	6	392	398	82	4638	405	5441	199539
Trento	6	0	6	416	422	29	4643	405	5470	201165
Trento	8	0	8	429	437	22	4650	405	5492	203121
Trento	9	0	9	433	442	9	4654	405	5501	204287
Trento	11	0	11	448	459	20	4657	405	5521	204604
Trento	9	0	9	465	474	20	4662	405	5541	205225
Trento	13	0	13	488	501	32	4667	405	5573	207753
Trento	11	0	11	560	571	76	4673	405	5649	209852
Trento	12	0	12	546	558	18	4704	405	5667	211645
Trento	10	0	10	524	534	22	4750	405	5689	214020
Trento	13	0	13	544	557	45	4772	405	5734	215567
Trento	13	0	13	545	558	2	4773	405	5736	215685
Trento	13	0	13	535	548	25	4808	405	5761	216684
Trento	13	0	13	547	560	22	4818	405	5783	218911
Trento	14	0	14	535	549	23	4852	405	5806	220523
Trento	13	0	13	535	548	23	4876	405	5829	222678
Trento	14	0	14	549	563	51	4912	405	5880	224794
Trento	12	0	12	586	598	42	4919	405	5922	226336
Trento	11	0	11	604	615	20	4921	406	5942	226544
Trento	11	0	11	576	587	13	4962	406	5955	227654
Trento	14	0	14	553	567	37	5019	406	5992	230074
Trento	15	0	15	579	594	48	5040	406	6040	231957
Trento	16	0	16	571	587	39	5086	406	6079	233688
Trento	16	0	16	602	618	62	5117	406	6141	235824
Trento	17	0	17	612	629	34	5140	406	6175	237348
Trento	17	0	17	633	650	49	5168	406	6224	238552
Trento	22	0	22	641	663	40	5195	406	6264	239599
Trento	18	0	18	631	649	32	5241	406	6296	241600
Trento	18	0	18	672	690	59	5259	406	6355	244108
Trento	20	0	20	661	681	39	5307	406	6394	246109
Trento	19	0	19	668	687	50	5349	408	6444	248440
Trento	19	0	19	662	681	39	5394	408	6483	250287
Trento	19	0	19	661	680	2	5396	409	6485	250412
Trento	20	0	20	665	685	28	5417	411	6513	251213
Trento	20	0	20	638	658	29	5471	413	6542	253780
Trento	20	0	20	648	668	62	5521	415	6604	255435
Trento	20	0	20	705	725	111	5574	416	6715	257811
Trento	27	0	27	744	771	82	5609	417	6797	260404
Trento	38	0	38	763	801	48	5627	417	6845	261234
Trento	44	0	44	819	863	79	5643	418	6924	262752
Trento	45	1	46	718	764	94	5836	418	7018	263606
Trento	48	2	50	798	848	148	5898	420	7166	266366
Trento	57	1	58	911	969	153	5927	423	7319	267600
Trento	65	3	68	1061	1129	207	5974	423	7526	271097
Trento	59	4	63	1193	1256	162	6008	424	7688	273190
Trento	72	4	76	1256	1332	104	6035	425	7792	275017
Trento	81	5	86	1354	1440	113	6039	426	7905	276004
Trento	84	5	89	1559	1648	257	6087	427	8162	277349
Trento	94	6	100	1667	1767	191	6154	432	8353	280137
Trento	109	9	118	1503	1621	173	6470	435	8526	283240
Trento	118	9	127	1562	1689	222	6622	437	8748	286096
Trento	121	9	130	1795	1925	390	6775	438	9138	289152
Trento	152	9	161	1939	2100	210	6807	441	9348	291762
Trento	178	11	189	1980	2169	187	6922	444	9535	292699
Trento	200	12	212	2050	2262	112	6938	447	9647	294266
Trento	211	11	222	2096	2318	225	7103	451	9872	297948
Trento	224	15	239	2097	2336	320	7402	454	10192	301199
Trento	226	17	243	2190	2433	261	7561	459	10453	304662
Trento	243	18	261	2357	2618	251	7622	464	10704	307285
Trento	255	20	275	2478	2753	182	7668	465	10886	308944
Trento	275	24	299	2675	2974	257	7698	471	11143	309953
Trento	290	28	318	2491	2809	243	8100	477	11386	312336
Trento	307	31	338	2449	2787	253	8367	485	11639	316663
Trento	338	30	368	2465	2833	253	8566	493	11892	319005
Trento	353	30	383	2537	2920	202	8669	505	12094	323655
Trento	355	31	386	2448	2834	206	8950	516	12300	327667
Trento	370	33	403	2559	2962	268	9082	524	12568	330149
Trento	386	32	418	2420	2838	181	9372	539	12749	332049
Trento	398	38	436	2424	2860	236	9852	549	13261	337891
Trento	407	39	446	2540	2986	266	9985	556	13527	340985
Trento	417	38	455	2549	3004	234	10194	563	13761	344029
Trento	413	40	453	2249	2702	212	10694	577	13973	348903
Trento	420	41	461	2081	2542	159	11012	578	14132	352438
Trento	433	43	476	2042	2518	93	11122	585	14225	353917
Trento	436	42	478	1994	2472	143	11297	599	14368	356152
Trento	421	41	462	1985	2447	179	11494	606	14547	359553
Trento	417	43	460	1902	2362	297	11867	615	14844	363874
Trento	408	44	452	1857	2309	229	12141	623	15073	367428
Trento	404	42	446	1687	2133	219	12530	629	15292	371382
Trento	404	44	448	1871	2319	265	12597	641	15557	375077
Trento	415	44	459	1989	2448	176	12631	654	15733	375814
Trento	406	44	450	2000	2450	156	12777	662	15889	377839
Trento	412	47	459	2000	2459	278	13043	665	16167	381544
Trento	404	45	449	2083	2532	239	13200	674	16406	385118
Trento	415	47	462	2044	2506	255	13475	680	16661	389049
Trento	404	48	452	2067	2519	226	13679	689	16887	392649
Trento	414	48	462	1955	2417	216	13995	691	17103	395970
Trento	423	48	471	2046	2517	165	14044	707	17268	396732
Trento	426	48	474	1983	2457	149	14241	719	17417	398913
Trento	430	48	478	2038	2516	182	14348	735	17599	401438
Trento	431	48	479	1967	2446	217	14626	744	17816	404137
Trento	411	47	458	1981	2439	160	14783	754	17976	406811
Trento	403	44	447	1989	2436	222	14997	765	18198	410271
Trento	413	48	461	2054	2515	157	15073	767	18355	412294
Trento	423	53	476	2078	2554	114	15134	781	18469	413133
Trento	412	53	465	2242	2707	377	15344	795	18846	414855
Trento	414	50	464	2338	2802	244	15480	808	19090	417683
Trento	408	48	456	2595	3051	463	15681	821	19553	420578
Trento	378	50	428	2432	2860	251	16109	835	19804	423850
Trento	378	50	428	1935	2363	183	16785	839	19987	427537
Trento	381	49	430	1962	2392	108	16861	842	20095	429369
Trento	382	49	431	1641	2072	59	17227	855	20154	430282
Trento	364	49	413	1590	2003	136	17419	868	20290	431700
Trento	346	47	393	1273	1666	157	17903	878	20447	435028
Trento	326	49	375	1371	1746	238	18052	887	20685	437593
Trento	306	49	355	1422	1777	154	18170	892	20839	440570
Trento	331	48	379	1347	1726	124	18340	897	20963	442014
Trento	356	45	401	1374	1775	86	18372	902	21049	442600
Trento	374	45	419	1402	1821	99	18413	914	21148	443360
Trento	380	46	426	1334	1760	175	18637	926	21323	445114
Trento	380	45	425	1288	1713	197	18874	933	21520	447759
Trento	380	42	422	1440	1862	320	19036	942	21840	450593
Trento	362	39	401	1498	1899	193	19182	952	22033	453381
Trento	369	41	410	1572	1982	116	19209	958	22149	453960
Trento	382	44	426	1555	1981	130	19337	961	22279	456111
Trento	379	43	422	1643	2065	193	19431	976	22472	456758
Trento	371	45	416	1660	2076	228	19640	984	22700	458550
Trento	359	45	404	1620	2024	203	19890	989	22903	461438
Trento	361	47	408	1538	1946	170	20133	994	23073	463967
Trento	355	46	401	1529	1930	80	20225	998	23153	465019
Trento	333	48	381	1457	1838	142	20451	1006	23295	467966
Trento	343	46	389	1609	1998	345	20629	1013	23640	470118
Trento	350	45	395	1599	1994	69	20696	1019	23709	470470
Trento	343	43	386	1587	1973	234	20941	1029	23943	472036
Trento	320	44	364	1624	1988	175	21093	1037	24118	474659
Trento	316	42	358	1720	2078	272	21271	1041	24390	477138
Trento	304	42	346	1962	2308	362	21393	1051	24752	480620
Trento	287	46	333	2053	2386	186	21494	1058	24938	484054
Trento	285	47	332	2098	2430	135	21581	1062	25073	486687
Trento	287	46	333	2030	2363	56	21690	1076	25129	487395
Trento	271	46	317	1771	2088	143	22103	1081	25272	490433
Trento	255	42	297	1789	2086	278	22379	1085	25550	494383
Trento	236	43	279	1727	2006	164	22616	1092	25714	498378
Trento	219	41	260	1785	2045	179	22755	1093	25893	502258
Trento	203	43	246	1801	2047	193	22940	1099	26086	506297
Trento	207	43	250	1858	2108	131	22978	1131	26217	508616
Trento	215	41	256	1812	2068	32	23047	1134	26249	509231
Trento	216	36	252	1767	2019	157	23246	1141	26406	512273
Trento	201	35	236	1832	2068	242	23437	1143	26648	515843
Trento	191	34	225	1938	2163	207	23549	1143	26855	519585
Trento	187	34	221	2150	2371	307	23647	1144	27162	523153
Trento	173	35	208	2257	2465	230	23781	1146	27392	526484
Trento	178	35	213	2256	2469	135	23911	1147	27527	528986
Trento	180	35	215	2288	2503	53	23930	1147	27580	529694
Trento	174	34	208	2188	2396	172	24206	1150	27752	532289
Trento	158	33	191	2304	2495	261	24365	1153	28013	535579
Trento	144	32	176	2266	2442	240	24653	1158	28253	539446
Trento	142	32	174	2341	2515	202	24782	1158	28455	542779
Trento	131	28	159	2465	2624	278	24949	1160	28733	546110
Trento	136	26	162	2514	2676	175	25067	1165	28908	548473
Trento	141	28	169	2428	2597	66	25207	1170	28974	549351
Trento	144	29	173	2399	2572	164	25393	1173	29138	551717
Trento	142	29	171	2495	2666	305	25603	1174	29443	555598
Trento	152	29	181	2503	2684	253	25837	1175	29696	559166
Trento	152	28	180	2490	2670	219	26069	1176	29915	562487
Trento	156	26	182	2531	2713	249	26275	1176	30164	565928
Trento	164	26	190	2599	2789	167	26365	1177	30331	568411
Trento	174	27	201	2482	2683	26	26495	1179	30357	569057
Trento	168	27	195	2522	2717	195	26652	1183	30552	571258
Trento	162	26	188	2599	2787	311	26889	1187	30863	575045
Trento	172	27	199	2700	2899	292	27067	1189	31155	578565
Trento	172	25	197	2687	2884	256	27334	1193	31411	581938
Trento	162	27	189	2835	3024	312	27505	1194	31723	585615
Trento	167	29	196	2913	3109	259	27679	1194	31982	588274
Trento	175	30	205	2788	2993	60	27853	1196	32042	589181
Trento	174	32	206	2786	2992	232	28085	1197	32274	592138
Trento	170	35	205	2865	3070	357	28361	1200	32631	596262
Trento	168	36	204	3111	3315	406	28519	1203	33037	600202
Trento	173	38	211	3310	3521	351	28663	1204	33388	603677
Trento	173	38	211	3444	3655	341	28868	1206	33729	607688
Trento	185	39	224	3709	3933	329	28919	1206	34058	610402
Trento	190	42	232	3465	3697	57	29210	1208	34115	611545
Trento	191	42	233	3435	3668	220	29458	1209	34335	614605
Trento	182	47	229	3524	3753	357	29728	1211	34692	618666
Trento	180	46	226	3475	3701	229	30007	1213	34921	622418
Trento	179	48	227	3686	3913	406	30198	1216	35327	626272
Trento	185	48	233	3826	4059	324	30372	1220	35651	630456
Trento	188	48	236	3932	4168	275	30536	1222	35926	633250
Trento	199	48	247	3897	4144	83	30639	1226	36009	634145
Trento	199	49	248	3697	3945	213	31050	1227	36222	637622
Trento	201	49	250	3760	4010	405	31385	1232	36627	641794
Trento	198	49	247	3880	4127	370	31637	1233	36997	645459
Trento	194	46	240	3899	4139	281	31905	1234	37278	648801
Trento	192	45	237	3948	4185	239	32096	1236	37517	652495
Trento	200	47	247	4065	4312	273	32241	1237	37790	655199
Trento	213	48	261	3795	4056	104	32597	1241	37894	656446
Trento	207	52	259	3693	3952	190	32889	1243	38084	660017
Trento	199	54	253	3718	3971	285	33152	1246	38369	663363
Trento	204	55	259	3688	3947	256	33429	1249	38625	666633
Trento	203	55	258	3559	3817	306	33862	1252	38931	670371
Trento	203	52	255	3440	3695	307	34289	1254	39238	674191
Trento	214	52	266	3440	3706	155	34432	1255	39393	676520
Trento	211	53	264	3244	3508	80	34704	1261	39473	677757
Trento	205	52	257	3193	3450	191	34949	1265	39664	680427
Trento	208	47	255	3121	3376	308	35328	1268	39972	683887
Trento	203	45	248	3094	3342	177	35539	1268	40149	686728
Trento	194	44	238	3042	3280	238	35834	1273	40387	689885
Trento	203	44	247	3061	3308	215	36018	1276	40602	693130
Trento	206	45	251	2934	3185	162	36302	1277	40764	695720
Trento	217	46	263	2830	3093	84	36477	1278	40848	696625
Trento	204	48	252	2754	3006	196	36756	1282	41044	699232
Trento	201	51	252	2611	2863	187	37086	1282	41231	702081
Trento	202	47	249	2615	2864	140	37221	1286	41371	704495
Trento	189	51	240	2494	2734	114	37462	1289	41485	706890
Trento	179	51	230	2410	2640	127	37677	1295	41612	709794
Trento	183	51	234	2489	2723	169	37761	1297	41781	711753
Trento	183	53	236	2363	2599	40	37925	1297	41821	712419
Trento	175	53	228	2183	2411	26	38135	1301	41847	713437
Trento	166	48	214	2063	2277	103	38367	1306	41950	715746
Trento	157	46	203	1846	2049	164	38758	1307	42114	719223
Trento	146	43	189	1717	1906	107	39006	1309	42221	721707
Trento	138	43	181	1559	1740	107	39277	1311	42328	724635
Trento	146	41	187	1466	1653	93	39457	1311	42421	726842
Trento	151	42	193	1370	1563	24	39571	1311	42445	727376
Trento	147	37	184	1329	1513	119	39737	1314	42564	729624
Trento	135	37	172	1309	1481	133	39901	1315	42697	732074
Trento	127	34	161	1290	1451	117	40045	1318	42814	734513
Trento	119	33	152	1295	1447	63	40108	1322	42877	736479
Trento	116	31	147	1230	1377	88	40265	1323	42965	739118
Trento	129	28	157	1179	1336	85	40390	1324	43050	741022
Trento	133	28	161	1154	1315	13	40424	1324	43063	741658
Trento	119	30	149	1104	1253	85	40567	1328	43148	743781
Trento	117	29	146	1088	1234	120	40705	1329	43268	746416
Trento	99	26	125	1103	1228	104	40811	1333	43372	748651
Trento	91	26	117	1122	1239	96	40896	1333	43468	751090
Trento	78	25	103	1119	1222	75	40987	1334	43543	753727
Trento	85	27	112	1091	1203	91	41097	1334	43634	755577
Trento	89	26	115	1045	1160	16	41155	1335	43650	756005
Trento	82	24	106	954	1060	89	41341	1338	43739	758487
Trento	74	26	100	1010	1110	93	41382	1340	43832	760905
Trento	73	20	93	969	1062	70	41497	1343	43902	763444
Trento	69	20	89	987	1076	97	41579	1344	43999	765959
Trento	61	20	81	1051	1132	78	41600	1345	44077	768965
Trento	63	20	83	967	1050	38	41720	1345	44115	770060
Trento	67	18	85	966	1051	17	41735	1346	44132	770512
Trento	68	17	85	927	1012	87	41861	1346	44219	772361
Trento	65	19	84	852	936	63	42000	1346	44282	774455
Trento	67	16	83	884	967	69	42038	1346	44351	776530
Trento	61	18	79	874	953	90	42142	1346	44441	779046
Trento	62	18	80	854	934	59	42220	1346	44500	781740
Trento	59	18	77	803	880	57	42331	1346	44557	783585
Trento	60	20	80	781	861	12	42361	1347	44569	783997
Trento	54	19	73	761	834	44	42430	1349	44613	785670
Trento	48	20	68	775	843	71	42492	1349	44684	788038
Trento	50	18	68	794	862	53	42526	1349	44737	790208
Trento	50	18	68	739	807	51	42632	1349	44788	792374
Trento	47	18	65	735	800	43	42682	1349	44831	794932
Trento	48	17	65	708	773	83	42790	1351	44914	796823
Trento	47	15	62	697	759	15	42817	1353	44929	797180
Trento	46	14	60	619	679	36	42933	1353	44965	798985
Trento	42	13	55	591	646	59	43024	1354	45024	801097
Trento	37	14	51	612	663	43	43050	1354	45067	803200
Trento	34	14	48	572	620	35	43128	1354	45102	805406
Trento	32	13	45	566	611	24	43161	1354	45126	807799
Trento	35	13	48	552	600	52	43224	1354	45178	809433
Trento	36	15	51	547	598	20	43246	1354	45198	810003
Trento	33	14	47	540	587	24	43281	1354	45222	811783
Trento	29	14	43	487	530	45	43383	1354	45267	814322
Trento	28	13	41	475	516	46	43443	1354	45313	816524
Trento	22	14	36	482	518	40	43481	1354	45353	818564
Trento	20	14	34	495	529	36	43506	1354	45389	821317
Trento	20	13	33	447	480	28	43583	1354	45417	822981
Trento	18	13	31	442	473	10	43599	1355	45427	823347
Trento	15	9	24	456	480	32	43621	1358	45459	824989
Trento	15	9	24	371	395	27	43733	1358	45486	827097
Trento	17	8	25	383	408	19	43739	1358	45505	827727
Trento	16	5	21	374	395	20	43772	1358	45525	829833
Trento	18	6	24	361	385	28	43810	1358	45553	832329
Trento	20	6	26	330	356	15	43853	1359	45568	833857
Trento	21	6	27	327	354	4	43859	1359	45572	834273
Trento	19	6	25	335	360	21	43874	1359	45593	835874
Trento	16	6	22	322	344	33	43923	1359	45626	837832
Trento	14	4	18	307	325	14	43956	1359	45640	839506
Trento	14	4	18	296	314	24	43991	1359	45664	841221
Trento	13	4	17	262	279	12	44037	1360	45676	843450
Trento	13	4	17	229	246	11	44081	1360	45687	844689
Trento	13	4	17	225	242	2	44087	1360	45689	844955
Trento	10	3	13	189	202	7	44134	1360	45696	846346
Trento	10	3	13	180	193	4	44147	1360	45700	848323
Trento	9	2	11	180	191	11	44159	1361	45711	849931
Trento	8	2	10	168	178	8	44180	1361	45719	851536
Trento	9	2	11	155	166	8	44200	1361	45727	853890
Trento	9	2	11	138	149	4	44221	1361	45731	855808
Trento	9	2	11	133	144	2	44228	1361	45733	856225
Trento	8	3	11	113	124	3	44251	1361	45736	857699
Trento	7	3	10	119	129	8	44254	1361	45744	859159
Trento	8	3	11	95	106	4	44281	1361	45748	860696
Trento	7	2	9	81	90	3	44306	1361	45757	864042
Trento	7	0	7	69	76	1	44320	1362	45758	865059
Trento	5	0	5	59	64	1	44333	1362	45759	865546
Trento	5	0	5	57	62	4	44339	1362	45763	866862
Trento	1	0	1	52	53	0	44375	1363	45791	875068
Trento	1	0	1	47	48	1	44381	1363	45792	876237
Trento	0	0	0	47	47	3	44393	1363	45803	880208
Trento	0	0	0	50	50	7	44397	1363	45810	882023
Trento	0	0	0	52	52	6	44401	1363	45816	883110
Trento	0	0	0	52	52	2	44403	1363	45818	883410
Trento	0	0	0	49	49	10	44416	1363	45828	884608
Trento	0	1	1	112	113	33	44432	1363	45908	889082
Trento	1	1	2	145	147	24	44448	1363	45958	892624
Trento	2	0	2	144	146	4	44453	1363	45962	893180
Trento	4	0	4	233	237	44	44480	1363	46080	898361
Trento	3	0	3	283	286	54	44485	1363	46134	900435
Trento	6	0	6	304	310	39	44500	1363	46173	902626
Trento	5	0	5	316	321	27	44516	1363	46200	904378
Trento	7	0	7	319	326	17	44528	1363	46217	904844
Trento	9	0	9	372	381	35	44686	1363	46430	915618
Trento	9	1	10	375	385	12	44694	1363	46442	916042
Trento	8	1	9	340	349	24	44754	1363	46466	917923
Trento	8	1	9	367	376	29	44756	1363	46495	919688
Trento	10	1	11	362	373	33	44792	1363	46528	921823
Trento	12	0	12	330	342	22	44845	1363	46550	924495
Trento	17	1	18	334	352	44	44879	1363	46594	928234
Trento	15	1	16	357	373	29	44887	1363	46623	931738
Trento	16	0	16	340	356	16	44920	1363	46639	932996
Trento	14	0	14	363	377	41	44940	1363	46680	936201
Trento	13	1	14	363	377	36	44976	1363	46716	939078
Trento	15	1	16	370	386	33	45000	1363	46749	941803
Trento	15	1	16	410	426	62	45022	1363	46811	944713
Trento	16	1	17	401	418	39	45069	1363	46850	948583
Trento	19	1	20	427	447	47	45087	1363	46897	951856
Trento	21	1	22	434	456	18	45096	1363	46915	952965
Trento	21	2	23	462	485	42	45109	1363	46957	956025
Trento	23	2	25	460	485	56	45165	1363	47013	958983
Trento	21	2	23	448	471	33	45211	1364	47046	961846
Trento	23	2	25	460	485	48	45245	1364	47094	965045
Trento	23	1	24	476	500	29	45259	1364	47123	968824
Trento	26	0	26	480	506	48	45300	1365	47171	971999
Trento	27	0	27	441	468	17	45355	1365	47188	973106
Trento	30	0	30	469	499	44	45368	1365	47232	976632
Trento	28	0	28	443	471	46	45442	1365	47278	979691
Trento	25	0	25	472	497	44	45460	1365	47322	982618
Trento	19	0	19	478	497	30	45725	1366	47588	1008283
Trento	18	0	18	458	476	39	45785	1366	47627	1012823
Trento	18	0	18	449	467	25	45819	1366	47652	1016501
Trento	17	0	17	412	429	17	45873	1367	47669	1017903
Trento	20	1	21	420	441	15	46084	1368	47893	1042858
Trento	20	1	21	447	468	58	46148	1368	47984	1049729
Trento	15	2	17	474	491	29	46285	1369	48145	1068868
Trento	15	3	18	463	481	38	46332	1370	48183	1071953
Trento	18	3	21	485	506	36	46343	1370	48219	1075631
Trento	19	3	22	405	427	21	46443	1370	48240	1078806
Trento	19	3	22	374	396	17	46491	1370	48257	1083208
Trento	20	2	22	313	335	5	46571	1372	48278	1087941
Trento	21	3	24	284	308	25	46623	1372	48303	1091971
Trento	20	3	23	269	292	33	46671	1373	48336	1095120
Trento	16	4	20	281	301	32	46720	1373	48394	1102517
Trento	15	4	19	307	326	43	46738	1373	48437	1106749
Trento	16	4	20	327	347	33	46750	1373	48470	1110318
Trento	16	5	21	325	346	4	46754	1374	48474	1111408
Trento	16	5	21	338	359	20	46761	1374	48494	1115080
Trento	16	4	20	327	347	35	46808	1374	48529	1118441
Trento	13	3	16	321	337	22	46895	1375	48607	1129897
Trento	13	3	16	323	339	35	46928	1375	48642	1133431
Trento	15	3	18	324	342	10	46935	1375	48652	1134485
Trento	16	3	19	293	312	23	46988	1375	48675	1138490
Trento	15	3	18	272	290	26	47036	1375	48701	1141498
Trento	17	3	20	269	289	23	47060	1375	48724	1146400
Trento	18	3	21	276	297	29	47081	1375	48753	1154970
Trento	17	2	19	277	296	29	47111	1375	48782	1163489
Trento	16	2	18	267	285	16	47138	1375	48798	1170148
Trento	16	2	18	273	291	20	47152	1375	48818	1174889
Trento	15	2	17	286	303	30	47170	1375	48848	1187981
Trento	12	2	14	301	315	43	47200	1376	48891	1196019
Trento	10	2	12	316	328	40	47227	1376	48931	1207581
