denominazione_regione	hs	ic	th	hi	tcp	ncp	dh	d	tc	sw
Abruzzo	271	28	299	7648	7947	145	62132	2437	72516	1477574
Abruzzo	278	29	307	7545	7852	54	62280	2438	72570	1478960
Abruzzo	254	25	279	7392	7671	79	62531	2447	72649	1485257
Abruzzo	246	24	270	6989	7259	150	63093	2447	72799	1491578
Abruzzo	235	20	255	6755	7010	89	63427	2450	72887	1496916
Abruzzo	215	19	234	6652	6886	144	63692	2452	73030	1503118
Abruzzo	205	19	224	6668	6892	112	63797	2453	73142	1509686
Abruzzo	199	22	221	6747	6968	100	63820	2454	73242	1515023
Abruzzo	202	21	223	6654	6877	20	63928	2457	73262	1516215
Abruzzo	199	18	217	6197	6414	33	64421	2460	73295	1522100
Abruzzo	200	18	218	5877	6095	72	64806	2465	73366	1527887
Abruzzo	181	16	197	5746	5943	62	65021	2463	73427	1532738
Abruzzo	182	15	197	5633	5830	67	65198	2465	73493	1536846
Abruzzo	179	17	196	5705	5901	128	65254	2466	73621	1541732
Abruzzo	178	17	195	5772	5967	68	65254	2468	73689	1546045
Abruzzo	183	17	200	5708	5908	15	65327	2469	73704	1547612
Abruzzo	176	17	193	5631	5824	40	65449	2471	73744	1553439
Abruzzo	171	16	187	5498	5685	66	65652	2473	73810	1558099
Abruzzo	161	17	178	5441	5619	64	65780	2475	73874	1564788
Abruzzo	146	17	163	5341	5504	43	65935	2478	73917	1569445
Abruzzo	136	15	151	5358	5509	55	65983	2480	73972	1573998
Abruzzo	133	14	147	5412	5559	54	65986	2480	74025	1577916
Abruzzo	137	13	150	5343	5493	15	66065	2482	74040	1578759
Abruzzo	127	14	141	5199	5340	35	66251	2484	74075	1584075
Abruzzo	120	12	132	5199	5331	67	66327	2484	74142	1588916
Abruzzo	119	12	131	5147	5278	10	66387	2486	74151	1590472
Abruzzo	105	10	115	5030	5145	45	66561	2490	74196	1594700
Abruzzo	98	11	109	5005	5114	44	66634	2490	74238	1599929
Abruzzo	90	9	99	5053	5152	39	66634	2491	74277	1603695
Abruzzo	91	7	98	4477	4575	13	67218	2496	74289	1604837
Abruzzo	88	6	94	2367	2461	25	69355	2498	74314	1608697
Abruzzo	81	4	85	1750	1835	48	70029	2498	74362	1613295
Abruzzo	81	4	85	1567	1652	38	70248	2499	74399	1618102
Abruzzo	76	4	80	1452	1532	28	70389	2500	74421	1621821
Abruzzo	68	4	72	1444	1516	29	70432	2502	74450	1626887
Abruzzo	69	4	73	1456	1529	14	70433	2502	74464	1630279
Abruzzo	71	4	75	1398	1473	5	70494	2502	74469	1631164
Abruzzo	65	4	69	1308	1377	28	70616	2503	74496	1635653
Abruzzo	61	3	64	1295	1359	27	70658	2506	74523	1639943
Abruzzo	56	1	57	1245	1302	22	70736	2507	74545	1643679
Abruzzo	52	1	53	1224	1277	25	70786	2507	74570	1648576
Abruzzo	42	1	43	1212	1255	35	70837	2509	74601	1654456
Abruzzo	44	1	45	1230	1275	27	70844	2509	74628	1658875
Abruzzo	43	2	45	1172	1217	5	70896	2509	74622	1659778
Abruzzo	41	2	43	1093	1136	13	70990	2509	74635	1663271
Abruzzo	35	2	37	1047	1084	20	71060	2511	74655	1667761
Abruzzo	31	2	33	1004	1037	40	71145	2512	74694	1672175
Abruzzo	28	1	29	996	1025	19	71175	2512	74712	1677066
Abruzzo	25	1	26	981	1007	20	71213	2512	74732	1683645
Abruzzo	26	1	27	1002	1029	29	71220	2512	74761	1688315
Abruzzo	26	1	27	966	993	1	71257	2512	74762	1689380
Abruzzo	25	1	26	874	900	30	71380	2512	74792	1693241
Abruzzo	25	1	26	849	875	35	71440	2512	74827	1698285
Abruzzo	24	1	25	859	884	50	71478	2512	74874	1702893
Abruzzo	21	1	22	851	873	23	71512	2512	74897	1707743
Abruzzo	22	1	23	863	886	28	71526	2512	74924	1714104
Abruzzo	21	1	22	889	911	25	71526	2512	74949	1719227
Abruzzo	23	1	24	851	875	7	71569	2512	74956	1720707
Abruzzo	23	1	24	850	874	33	71603	2512	74989	1724792
Abruzzo	23	1	24	845	869	35	71643	2512	75024	1728746
Abruzzo	25	1	26	893	919	49	71642	2512	75073	1732441
Abruzzo	26	1	27	879	906	32	71685	2512	75103	1736410
Abruzzo	28	1	29	900	929	34	71696	2512	75137	1741990
Abruzzo	29	1	30	924	954	25	71696	2512	75162	1746571
Abruzzo	29	1	30	912	942	0	71708	2512	75162	1747372
Abruzzo	28	1	29	903	932	33	71751	2512	75195	1751751
Abruzzo	25	1	26	909	935	42	71790	2512	75237	1757225
Abruzzo	24	1	25	903	928	50	71844	2513	75285	1761623
Abruzzo	25	1	26	898	924	25	71871	2513	75308	1766547
Abruzzo	22	1	23	916	939	34	71889	2513	75341	1772682
Abruzzo	22	1	23	967	990	15	71904	2513	75407	1779008
Abruzzo	20	1	21	992	1013	45	71925	2513	75451	1783623
Abruzzo	18	1	19	1004	1023	65	71975	2513	75511	1788671
Abruzzo	18	1	19	1045	1064	61	71995	2513	75572	1793698
Abruzzo	19	1	20	1072	1092	62	72028	2514	75634	1798996
Abruzzo	22	1	23	1095	1118	53	72055	2514	75687	1805596
Abruzzo	24	0	24	1178	1202	85	72056	2514	75772	1811755
Abruzzo	25	0	25	1155	1180	6	72083	2514	75777	1813006
Abruzzo	24	0	24	1176	1200	29	72091	2514	75805	1817383
Abruzzo	26	0	26	1273	1299	141	72133	2514	75946	1823590
Abruzzo	22	0	22	1373	1395	112	72215	2514	76124	1833940
Abruzzo	23	0	23	1425	1448	85	72247	2514	76209	1840113
Abruzzo	38	1	39	1447	1486	25	72291	2515	76292	1847741
Abruzzo	42	1	43	1428	1471	54	72360	2515	76346	1852559
Abruzzo	39	1	40	1494	1534	126	72422	2515	76471	1857733
Abruzzo	38	1	39	1576	1615	123	72464	2515	76594	1864095
Abruzzo	41	1	42	1618	1660	85	72504	2515	76679	1870038
Abruzzo	42	1	43	1668	1711	83	72535	2515	76761	1878541
Abruzzo	43	1	44	1777	1821	120	72545	2515	76881	1887114
Abruzzo	49	1	50	1750	1800	25	72591	2515	76906	1889252
Abruzzo	53	1	54	1750	1804	78	72665	2515	76984	1895406
Abruzzo	48	1	49	1833	1882	141	72725	2516	77123	1901599
Abruzzo	51	1	52	1893	1945	140	72801	2516	77262	1907560
Abruzzo	48	3	51	1883	1934	95	72904	2518	77356	1913281
Abruzzo	50	5	55	1915	1970	104	72972	2518	77460	1921543
Abruzzo	56	5	61	1971	2032	76	72985	2518	77535	1928957
Abruzzo	61	5	66	1940	2006	15	73026	2518	77550	1930471
Abruzzo	61	6	67	1960	2027	99	73103	2519	77649	1936505
Abruzzo	57	11	68	2016	2084	143	73188	2519	77791	1942770
Abruzzo	60	11	71	2078	2149	154	73276	2519	77944	1949188
Abruzzo	62	12	74	2095	2169	101	73357	2519	78045	1955859
Abruzzo	59	12	71	2160	2231	150	73445	2519	78195	1964210
Abruzzo	61	12	73	2275	2348	117	73445	2519	78312	1972792
Abruzzo	65	13	78	2175	2253	11	73550	2520	78323	1974620
Abruzzo	68	13	81	2151	2232	92	73670	2522	78424	1982115
Abruzzo	73	13	86	2144	2230	120	73791	2523	78544	1988583
Abruzzo	78	13	91	2112	2203	98	73915	2523	78641	1994902
Abruzzo	73	14	87	2081	2168	87	74035	2525	78728	2000877
Abruzzo	80	7	87	2246	2333	140	74119	2527	78979	2019331
Abruzzo	88	7	95	2192	2287	20	74182	2529	78998	2021045
Abruzzo	86	5	91	2173	2264	152	74522	2531	79317	2046623
Abruzzo	87	5	92	2117	2209	87	74663	2532	79404	2053625
Abruzzo	83	6	89	2104	2193	85	74765	2532	79490	2063238
Abruzzo	83	5	88	2205	2293	101	74765	2533	79591	2073529
Abruzzo	83	4	87	2096	2183	4	74874	2534	79591	2075329
Abruzzo	83	6	89	2075	2164	70	74963	2534	79661	2082164
Abruzzo	80	6	86	2104	2190	123	75061	2534	79785	2088511
Abruzzo	77	6	83	2113	2196	131	75186	2534	79916	2095828
Abruzzo	78	5	83	2154	2237	105	75247	2534	80018	2102531
Abruzzo	72	6	78	2108	2186	85	75383	2534	80103	2111253
Abruzzo	70	7	77	2160	2237	74	75405	2535	80177	2120379
Abruzzo	75	7	82	2090	2172	26	75496	2535	80203	2123062
Abruzzo	73	7	80	2013	2093	87	75656	2535	80284	2130670
Abruzzo	73	7	80	1987	2067	93	75775	2535	80377	2137057
Abruzzo	70	7	77	1965	2042	100	75899	2535	80476	2143152
Abruzzo	72	7	79	1970	2049	81	75972	2535	80556	2149391
Abruzzo	76	6	82	1979	2061	60	76020	2535	80616	2157220
Abruzzo	78	4	82	1837	1919	59	76352	2539	80810	2182123
Abruzzo	66	5	71	1819	1890	57	76433	2540	80863	2188967
Abruzzo	64	4	68	1779	1847	54	76529	2541	80917	2195497
Abruzzo	58	4	62	1777	1839	49	76583	2542	80964	2203722
Abruzzo	59	4	63	1870	1933	95	76584	2542	81059	2213826
Abruzzo	62	5	67	1825	1892	8	76631	2544	81067	2216082
Abruzzo	61	5	66	1765	1831	28	76716	2544	81091	2224039
Abruzzo	58	5	63	1732	1795	74	76826	2544	81165	2230811
Abruzzo	55	5	60	1714	1774	61	76907	2544	81225	2237923
Abruzzo	52	4	56	1677	1733	56	77003	2545	81281	2245285
Abruzzo	52	5	57	1668	1725	50	77060	2545	81330	2253355
Abruzzo	53	5	58	1700	1758	36	77063	2545	81366	2262115
Abruzzo	54	5	59	1613	1672	14	77162	2546	81380	2264424
Abruzzo	49	6	55	1579	1634	35	77235	2546	81415	2271628
Abruzzo	50	6	56	1515	1571	61	77359	2546	81476	2279274
Abruzzo	48	5	53	1444	1497	54	77486	2547	81530	2285819
Abruzzo	46	5	51	1424	1475	48	77581	2549	81605	2299473
Abruzzo	49	6	55	1439	1494	19	77581	2549	81624	2308339
Abruzzo	49	6	55	1360	1415	6	77666	2549	81630	2310239
Abruzzo	48	5	53	1342	1395	56	77740	2550	81685	2317712
Abruzzo	47	5	52	1332	1384	56	77807	2550	81741	2324514
Abruzzo	49	5	54	1343	1397	45	77839	2550	81786	2331132
Abruzzo	48	5	53	1374	1427	42	77849	2551	81827	2344381
Abruzzo	50	5	55	1334	1389	26	77912	2552	81853	2356870
Abruzzo	53	5	58	1362	1420	39	77919	2553	81892	2368895
Abruzzo	56	5	61	1277	1338	3	78004	2553	81895	2374755
Abruzzo	56	4	60	1233	1293	46	78092	2555	81940	2390965
Abruzzo	52	4	56	1255	1311	54	78126	2557	81994	2403517
Abruzzo	48	5	53	1275	1328	72	78180	2558	82066	2418028
Abruzzo	46	5	51	1308	1359	92	78240	2559	82158	2430262
Abruzzo	51	6	57	1411	1468	124	78255	2559	82282	2442594
Abruzzo	56	6	62	1489	1551	83	78255	2559	82365	2455135
Abruzzo	59	7	66	1451	1517	7	78296	2559	82372	2461241
Abruzzo	53	9	62	1466	1528	70	78355	2559	82442	2477933
Abruzzo	54	8	62	1534	1596	106	78393	2559	82548	2490214
Abruzzo	54	9	63	1594	1657	98	78430	2559	82646	2504713
Abruzzo	64	10	74	1705	1779	167	78475	2559	82813	2516781
Abruzzo	57	11	68	1765	1833	83	78503	2560	82896	2528822
Abruzzo	56	9	65	1862	1927	105	78512	2562	83001	2543172
Abruzzo	67	6	73	1856	1929	106	78664	2564	83157	2569424
Abruzzo	69	6	75	1935	2010	128	78710	2565	83285	2581741
Abruzzo	70	7	77	2159	2236	145	78772	2565	83573	2606029
Abruzzo	68	7	75	2325	2400	178	78786	2565	83751	2619543
Abruzzo	73	7	80	2274	2354	19	78848	2566	83768	2625837
Abruzzo	77	7	84	2269	2353	114	78963	2566	83882	2641064
Abruzzo	81	6	87	2424	2511	221	79024	2566	84101	2654051
Abruzzo	82	6	88	2518	2606	145	79074	2566	84246	2668436
Abruzzo	81	10	91	2529	2620	152	79212	2566	84398	2681085
Abruzzo	75	11	86	2683	2769	179	79241	2567	84577	2694298
Abruzzo	79	13	92	2849	2941	26	79326	2568	84835	2715415
Abruzzo	83	12	95	2792	2887	121	79496	2571	84954	2731766
Abruzzo	85	12	97	2847	2944	173	79612	2571	85127	2744328
Abruzzo	90	11	101	3128	3229	354	79678	2573	85480	2761384
Abruzzo	84	11	95	3203	3298	181	79789	2574	85661	2775618
Abruzzo	87	9	96	3427	3523	265	79826	2577	85926	2789517
Abruzzo	88	8	96	3620	3716	198	79830	2578	86124	2804271
Abruzzo	91	8	99	3620	3719	42	79869	2578	86166	2811205
Abruzzo	91	9	100	3552	3652	115	80050	2579	86281	2827280
Abruzzo	94	8	102	3589	3691	256	80266	2580	86537	2840816
Abruzzo	91	7	98	3748	3846	272	80380	2583	86809	2856835
Abruzzo	91	7	98	3927	4025	297	80495	2586	87106	2871170
Abruzzo	98	9	107	4067	4174	219	80565	2586	87325	2888123
Abruzzo	106	9	115	4196	4311	138	80566	2586	87463	2902672
Abruzzo	109	10	119	4054	4173	39	80740	2589	87502	2908382
Abruzzo	104	9	113	4067	4180	149	80880	2591	87651	2926517
Abruzzo	109	6	115	4116	4231	243	81068	2595	87894	2940956
Abruzzo	110	8	118	4376	4494	485	81290	2595	88379	2959648
Abruzzo	114	9	123	4593	4716	286	81351	2597	88664	2975153
Abruzzo	102	10	112	4776	4888	279	81457	2598	88943	2990576
Abruzzo	115	7	122	4958	5080	196	81460	2599	89139	3007941
Abruzzo	120	8	128	4920	5048	89	81581	2599	89228	3015266
Abruzzo	119	8	127	4834	4961	156	81821	2602	89384	3033155
Abruzzo	124	10	134	4969	5103	134	82144	2607	89854	3055823
Abruzzo	119	11	130	5046	5176	317	82388	2607	90171	3073758
Abruzzo	114	13	127	5306	5433	362	82491	2609	90533	3087729
Abruzzo	123	12	135	5627	5762	333	82495	2609	90866	3102482
Abruzzo	122	12	134	5530	5664	89	82682	2609	90955	3113119
Abruzzo	122	13	135	5636	5771	239	82813	2610	91194	3129558
Abruzzo	121	13	134	5657	5791	333	83125	2610	91526	3144497
Abruzzo	124	16	140	5943	6083	506	83336	2613	92032	3165312
Abruzzo	118	17	135	6247	6382	439	83475	2614	92471	3181912
Abruzzo	122	18	140	6485	6625	446	83676	2615	92916	3199350
Abruzzo	132	17	149	6833	6982	361	83678	2617	93277	3215980
Abruzzo	132	17	149	6863	7012	179	83824	2620	93456	3225659
Abruzzo	128	19	147	6927	7074	235	83994	2623	93691	3246353
Abruzzo	125	16	141	7202	7343	632	84353	2626	94322	3266568
Abruzzo	130	15	145	7618	7763	662	84595	2626	94984	3288688
Abruzzo	132	17	149	8156	8305	686	84736	2629	95670	3316237
Abruzzo	134	18	152	8786	8938	722	84825	2629	96392	3351793
Abruzzo	144	21	165	8940	9105	225	84883	2629	96617	3356992
Abruzzo	154	21	175	9239	9414	400	84973	2630	97017	3366727
Abruzzo	160	24	184	9709	9893	696	85188	2631	97712	3401588
Abruzzo	172	24	196	10217	10413	921	85586	2634	98633	3435181
Abruzzo	168	21	189	12525	12714	3167	86448	2638	101800	3471747
Abruzzo	178	20	198	16853	17051	4773	86882	2640	106573	3529822
Abruzzo	184	22	206	21794	22000	1135	87087	2642	111729	3591519
Abruzzo	194	22	216	23487	23703	1990	87371	2645	113719	3607210
Abruzzo	216	23	239	28128	28367	5061	87764	2648	118779	3645370
Abruzzo	226	24	250	33065	33315	5315	88124	2654	124093	3687794
Abruzzo	248	24	272	37705	37977	4808	88268	2655	128900	3725199
Abruzzo	269	25	294	38689	38983	1540	88798	2659	130440	3736939
Abruzzo	282	27	309	43956	44265	5479	88990	2663	135918	3782342
Abruzzo	291	27	318	48042	48360	4630	89515	2670	140545	3847820
Abruzzo	314	25	339	50078	50417	2372	89828	2671	142916	3895321
Abruzzo	338	32	370	54012	54382	4996	90857	2673	147912	3946418
Abruzzo	338	35	373	57247	57620	3912	91524	2680	151824	3981851
Abruzzo	349	37	386	60361	60747	3610	92004	2681	155432	4011268
Abruzzo	350	41	391	62536	62927	3570	93386	2689	159002	4040947
Abruzzo	375	38	413	65340	65753	3835	94362	2691	162806	4073720
Abruzzo	386	38	424	68654	69078	3633	94661	2699	166438	4107125
Abruzzo	398	35	433	69441	69874	1527	95384	2705	167963	4122732
Abruzzo	400	36	436	73924	74360	5075	95967	2707	173034	4162037
Abruzzo	411	37	448	77263	77711	3822	96422	2720	176853	4194306
Abruzzo	418	40	458	81001	81459	4004	96670	2726	180855	4226001
Abruzzo	396	35	431	84536	84967	3748	96891	2738	184596	4256643
Abruzzo	402	36	438	87953	88391	3619	97077	2743	188211	4286288
Abruzzo	412	36	448	91166	91614	3394	97243	2748	191605	4314251
Abruzzo	419	37	456	92205	92661	1568	97753	2758	193172	4327751
Abruzzo	417	38	455	96536	96991	4627	98041	2765	197797	4367015
Abruzzo	408	41	449	99704	100153	3551	98412	2777	201342	4396859
Abruzzo	415	40	455	102910	103365	3615	98803	2786	204954	4426484
Abruzzo	412	40	452	105710	106162	3102	99096	2793	208051	4453170
Abruzzo	416	37	453	108369	108822	3087	99515	2798	211135	4480299
Abruzzo	434	35	469	116706	117175	2601	101642	2821	221638	4584366
Abruzzo	529	31	560	114146	114706	2938	117456	2851	235013	4723711
Abruzzo	501	26	527	105417	105944	1511	133364	2874	242182	4799873
Abruzzo	498	24	522	105964	106486	1496	134311	2881	243678	4815946
Abruzzo	492	25	517	105620	106137	725	135382	2883	244402	4823017
Abruzzo	489	22	511	89098	89609	1563	155545	2894	248048	4861403
Abruzzo	456	20	476	90601	91077	1549	157326	2912	251315	4894539
Abruzzo	431	17	448	91988	92436	1609	157571	2917	252924	4909416
Abruzzo	437	17	454	91314	91768	647	160141	2927	254836	4928332
Abruzzo	430	15	445	92632	93077	1941	160749	2932	256758	4947847
Abruzzo	417	14	431	68730	69161	1639	186276	2940	258377	4962850
Abruzzo	391	13	404	61086	61490	1135	197691	2950	262131	5003348
Abruzzo	386	14	400	61539	61939	459	198454	2958	263351	5017372
Abruzzo	364	16	380	62348	62728	1414	199071	2963	264762	5033712
Abruzzo	257	12	269	29335	29604	1360	244599	3021	277224	5160239
Abruzzo	272	13	285	30459	30744	1446	244900	3026	278670	5171705
Abruzzo	256	13	269	37901	38170	1969	248412	3039	289621	5254025
Abruzzo	274	13	287	42462	42749	2248	251677	3054	297480	5308854
Abruzzo	316	9	325	56017	56342	1693	322156	3233	381731	5878220
Basilicata	0	0	0	0	0	0	0	0	0	0
Basilicata	0	0	0	0	0	0	0	0	0	0
Basilicata	0	0	0	0	0	0	0	0	0	0
Basilicata	0	0	0	0	0	0	0	0	0	0
Basilicata	0	0	0	0	0	0	0	0	0	0
Basilicata	0	0	0	0	0	0	0	0	0	32
Basilicata	0	0	0	0	0	0	0	0	0	39
Basilicata	0	0	0	0	0	0	0	0	0	39
Basilicata	0	0	0	1	1	1	0	0	1	42
Basilicata	0	0	0	1	1	0	0	0	1	48
Basilicata	0	0	0	1	1	0	0	0	1	54
Basilicata	1	0	1	2	3	2	0	0	3	63
Basilicata	1	0	1	2	3	0	0	0	3	75
Basilicata	2	0	2	2	4	1	0	0	4	123
Basilicata	2	0	2	3	5	1	0	0	5	135
Basilicata	2	0	2	5	7	2	0	0	7	148
Basilicata	1	1	2	6	8	1	0	0	8	155
Basilicata	1	1	2	6	8	0	0	0	8	155
Basilicata	1	1	2	8	10	2	0	0	10	155
Basilicata	0	2	2	8	10	0	0	0	10	155
Basilicata	0	2	2	9	11	1	0	0	11	208
Basilicata	1	2	3	9	12	1	0	0	12	230
Basilicata	5	2	7	13	20	8	0	0	20	262
Basilicata	9	2	11	16	27	7	0	0	27	262
Basilicata	8	5	13	24	37	10	0	0	37	353
Basilicata	8	5	13	39	52	15	0	0	52	443
Basilicata	12	7	19	47	66	14	0	0	66	522
Basilicata	13	10	23	58	81	15	0	0	81	643
Basilicata	15	12	27	62	89	9	0	1	90	696
Basilicata	14	12	26	65	91	2	0	1	92	744
Basilicata	20	14	34	78	112	21	0	1	113	857
Basilicata	22	16	38	95	133	21	0	1	134	1046
Basilicata	22	15	37	110	147	17	1	3	151	1254
Basilicata	26	19	45	133	178	31	1	3	182	1421
Basilicata	32	18	50	147	197	20	1	4	202	1585
Basilicata	36	18	54	154	208	12	1	5	214	1833
Basilicata	37	17	54	162	216	12	3	7	226	2043
Basilicata	39	15	54	171	225	11	3	9	237	2262
Basilicata	38	19	57	176	233	9	3	10	246	2427
Basilicata	41	19	60	187	247	15	3	11	261	2622
Basilicata	44	19	63	181	244	3	9	11	264	2765
Basilicata	46	18	64	190	254	14	11	13	278	2931
Basilicata	46	18	64	198	262	9	12	13	287	3061
Basilicata	47	17	64	201	265	4	12	14	291	3160
Basilicata	48	17	65	205	270	6	13	14	297	3296
Basilicata	50	17	67	208	275	6	13	15	303	3474
Basilicata	59	15	74	205	279	5	14	15	308	3696
Basilicata	60	12	72	209	281	4	14	17	312	4050
Basilicata	61	12	73	204	277	3	20	18	315	4355
Basilicata	64	12	76	194	270	4	31	18	319	4545
Basilicata	62	12	74	191	265	0	35	19	319	4759
Basilicata	60	12	72	189	261	1	38	21	320	5037
Basilicata	60	9	69	204	273	16	41	22	336	5349
Basilicata	59	9	68	198	266	1	49	22	337	5710
Basilicata	60	8	68	194	262	2	54	23	339	6056
Basilicata	59	8	67	180	247	3	71	24	342	6528
Basilicata	59	7	66	176	242	0	76	24	342	6868
Basilicata	64	7	71	174	245	8	81	24	350	7470
Basilicata	65	7	72	160	232	4	98	24	354	8040
Basilicata	61	7	68	161	229	2	103	24	356	8511
Basilicata	59	7	66	163	229	4	107	24	360	9026
Basilicata	58	7	65	153	218	1	118	25	361	9792
Basilicata	57	7	64	155	219	5	122	25	366	10077
Basilicata	57	7	64	153	217	0	124	25	366	10364
Basilicata	56	7	63	142	205	0	136	25	366	10889
Basilicata	51	4	55	139	194	0	147	25	366	11331
Basilicata	49	4	53	139	192	1	150	25	367	12774
Basilicata	49	4	53	140	193	11	160	25	378	13269
Basilicata	48	4	52	139	191	2	164	25	380	13722
Basilicata	48	3	51	143	194	6	167	25	386	14210
Basilicata	50	3	53	120	173	0	188	25	386	14901
Basilicata	50	3	53	124	177	10	194	25	396	15476
Basilicata	47	3	50	122	172	3	202	25	399	16103
Basilicata	48	2	50	105	155	-16	202	26	383	16272
Basilicata	48	2	50	102	152	-1	204	26	382	16777
Basilicata	45	1	46	99	145	0	210	27	382	17433
Basilicata	45	1	46	97	143	3	215	27	385	17916
Basilicata	46	1	47	95	142	1	217	27	386	18266
Basilicata	47	1	48	92	140	1	220	27	387	19100
Basilicata	42	1	43	88	131	2	231	27	389	19678
Basilicata	34	1	35	92	127	0	235	27	389	20285
Basilicata	33	1	34	86	120	0	242	27	389	20851
Basilicata	29	1	30	83	113	1	250	27	390	21496
Basilicata	29	1	30	74	104	2	261	27	392	22167
Basilicata	29	1	30	63	93	0	272	27	392	22581
Basilicata	26	1	27	57	84	1	282	27	393	23347
Basilicata	22	1	23	50	73	0	293	27	393	23986
Basilicata	15	1	16	44	60	1	307	27	394	24537
Basilicata	15	1	16	33	49	0	318	27	394	25045
Basilicata	14	1	15	26	41	4	330	27	398	25511
Basilicata	13	1	14	25	39	1	333	27	399	26111
Basilicata	13	0	13	23	36	0	336	27	399	26634
Basilicata	8	0	8	28	36	0	336	27	399	27197
Basilicata	7	0	7	29	36	0	336	27	399	27734
Basilicata	6	0	6	28	34	0	338	27	399	28342
Basilicata	5	0	5	28	33	0	339	27	399	28909
Basilicata	5	0	5	26	31	0	341	27	399	29421
Basilicata	4	0	4	25	29	0	343	27	399	29880
Basilicata	4	0	4	24	28	0	344	27	399	29956
Basilicata	4	0	4	20	24	0	348	27	399	30424
Basilicata	4	0	4	19	23	0	349	27	399	30708
Basilicata	3	0	3	17	20	0	352	27	399	31096
Basilicata	0	0	0	18	18	0	354	27	399	31485
Basilicata	0	0	0	17	17	0	355	27	399	31882
Basilicata	0	0	0	14	14	0	358	27	399	32147
Basilicata	0	0	0	13	13	0	359	27	399	32720
Basilicata	1	0	1	13	14	1	359	27	400	33185
Basilicata	1	0	1	10	11	0	362	27	400	33551
Basilicata	0	1	1	11	12	1	362	27	401	33957
Basilicata	0	1	1	11	12	0	362	27	401	34377
Basilicata	0	1	1	10	11	0	363	27	401	34681
Basilicata	0	1	1	10	11	0	363	27	401	35139
Basilicata	0	1	1	10	11	0	363	27	401	35233
Basilicata	0	1	1	9	10	0	364	27	401	35666
Basilicata	0	1	1	9	10	0	364	27	401	36011
Basilicata	0	1	1	9	10	0	364	27	401	36382
Basilicata	0	1	1	7	8	0	366	27	401	36705
Basilicata	0	1	1	7	8	0	366	27	401	36975
Basilicata	1	0	1	7	8	0	366	27	401	37305
Basilicata	1	0	1	7	8	0	366	27	401	37370
Basilicata	1	0	1	7	8	0	366	27	401	37613
Basilicata	1	0	1	6	7	0	367	27	401	37887
Basilicata	1	0	1	6	7	0	367	27	401	38261
Basilicata	1	0	1	6	7	0	367	27	401	38690
Basilicata	1	0	1	6	7	0	367	27	401	39001
Basilicata	1	0	1	1	2	0	372	27	401	39138
Basilicata	1	0	1	2	3	1	372	27	402	39294
Basilicata	1	0	1	2	3	0	372	27	402	39631
Basilicata	0	0	0	2	2	0	373	27	402	39787
Basilicata	0	0	0	2	2	0	373	27	402	40041
Basilicata	0	0	0	4	4	2	373	27	404	40333
Basilicata	0	0	0	4	4	0	373	27	404	40562
Basilicata	0	0	0	4	4	0	373	27	404	40562
Basilicata	0	0	0	4	4	0	373	27	404	40807
Basilicata	0	0	0	4	4	0	373	27	404	41102
Basilicata	1	0	1	4	5	1	373	27	405	41330
Basilicata	2	0	2	3	5	0	373	27	405	41756
Basilicata	3	0	3	2	5	0	373	27	405	41973
Basilicata	3	0	3	2	5	1	374	27	406	42254
Basilicata	3	0	3	2	5	0	374	27	406	42254
Basilicata	3	0	3	2	5	0	374	27	406	42563
Basilicata	3	0	3	2	5	0	374	27	406	42851
Basilicata	3	0	3	2	5	0	373	27	405	43107
Basilicata	3	0	3	2	5	0	373	27	405	43400
Basilicata	3	0	3	2	5	0	373	27	405	43697
Basilicata	3	0	3	2	5	0	373	27	405	44020
Basilicata	2	0	2	5	7	3	373	28	408	44020
